name,ratings,num_ratings,processor,ram,os,storage,display,price,org_price,Brand,num_reviews,ram_type,Discount
Asus ROG Strix G15 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce RTX...,4.5,55.0,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,1 TB SSD,39.62,119990,154990.0,Asus,8.0,DDR4,22.58210207110136
Dell Vostro Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) Vostro 3491 Thin and Light Laptop,3.8,955.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,1 TB HDD,35.56,33690,34766.0,Dell,124.0,DDR4,3.094977851924294
Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,4.3,201.0,Intel Core i5 Processor (9th Gen),8,64 bit Windows 10 Operating System,1 TB HDD,39.62,51990,74090.0,Lenovo,33.0,DDR4,29.828586853826426
Lenovo Ideapad Flex 5 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 2 in 1 Laptop,4.4,112.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,256 GB SSD,35.56,44990,64290.0,Lenovo,8.0,DDR4,30.020220874163943
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,4.4,36.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD,39.62,41990,62390.0,Lenovo,0.0,DDR4,32.69754768392371
HP 15s Core i5 10th Gen - (4 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) 15s-du1065TU Thin and Light...,4.8,5.0,Intel Core i5 Processor (10th Gen),4,64 bit Windows 10 Operating System,512 GB SSD,39.62,49990,57028.0,HP,2.0,DDR4,12.341306025110473
MSI GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,4.6,62.0,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,,109990,153990.0,MSI,12.0,DDR4,28.573283979479186
Dell G3 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650/120 ...,,,Intel Core i7 Processor (10th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,39.62,85990,93971.0,Dell,,DDR4,8.493045726873184
HP 14s Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s-DR1010TU Thin and Light Laptop,,,Intel Core i7 Processor (10th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,35.56,72990,80723.0,HP,,DDR4,9.579673698945777
Mi Notebook Horizon Edition 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) JYU4...,3.3,7.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,35.56,51999,59999.0,Mi,0.0,DDR4,13.333555559259322
Asus Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-GQ501T Laptop,4.2,24.0,Intel Pentium Quad Core Processor,4,64 bit Windows 10 Operating System,1 TB HDD,39.62,22990,29241.0,Asus,1.0,DDR4,21.377517868745937
HP 15s Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15s-du2009tu Thin and Light Laptop,4.5,47.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,1 TB HDD,39.62,43717,,HP,4.0,DDR4,
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,4.0,431.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD,39.62,42990,66190.0,Lenovo,62.0,DDR4,35.05061187490558
Asus VivoBook Gaming (2020) Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics...,,,Intel Core i7 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62,81990,99990.0,Asus,,DDR4,18.001800180018
HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-aw0204TU 2 in 1 Laptop,4.3,93.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,33.78,104990,116945.0,HP,16.0,DDR4,10.222754286202916
LG Gram 14 Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 14Z90N Laptop,,,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,256 GB SSD,35.56,70990,99000.0,LG,,DDR4,28.29292929292929
Lenovo Ideapad S145 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) S145-15IIL Thin and Light Lapto...,4.3,20.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,1 TB HDD,39.62,31990,42490.0,Lenovo,4.0,DDR4,24.71169686985173
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 81W8 idea pad S145 -15IIL U Lap...,4.0,431.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD,39.62,42990,65490.0,Lenovo,62.0,DDR4,34.35639028859368
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) S145-15IIL Laptop,,,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62,48990,73890.0,Lenovo,,DDR4,33.698741372310195
Apple MacBook Pro with Touch Bar Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MXK72HN/A,4.0,4.0,Intel Core i5 Processor (8th Gen),8,Mac OS Operating System,512 GB SSD,33.02,132990,142990.0,Apple,1.0,LPDDR3,6.993496048674733
Microsoft Surface Pro 7 Core i5 10th Gen - (8 GB/128 GB SSD/Windows 10 Home) 1866 2 in 1 Laptop,4.3,21.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,128 GB SSD,31.24,88490,93999.0,Microsoft,2.0,LPDDR4X,5.8607006457515505
HP 14s Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14S-ER0003TU Thin and Light Lapto...,4.4,359.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56,63990,76044.0,HP,43.0,DDR4,15.851349218873285
Lenovo Ideapad Slim APU Dual Core A4 A4-9120E - (4 GB/64 GB EMMC Storage/Windows 10 Home) 1-14AST-05 T...,3.5,826.0,AMD APU Dual Core A4 Processor,4,64 bit Windows 10 Operating System,,35.56,20990,21325.0,Lenovo,120.0,DDR4,1.570926143024619
Dell Inspiron 3000 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10) 3493 Thin and Light Laptop,,,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,1 TB HDD,35.56,35990,39124.0,Dell,,DDR4,8.010428381556078
LG Gram 15 Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 15Z90N Laptop,,,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,256 GB SSD,39.62,77490,104000.0,LG,,DDR4,25.490384615384613
LG Gram Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 14Z990 Thin and Light Laptop,,,Intel Core i5 Processor (8th Gen),8,64 bit Windows 10 Operating System,256 GB SSD,35.56,64490,95000.0,LG,,DDR4,32.11578947368421
Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,4.8,56.0,Intel Core i5 Processor (9th Gen),8,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62,55990,79690.0,Lenovo,6.0,DDR4,29.740243443342955
HP 14s Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14S-ER0002TU Thin and Light Laptop  with inb...,3.9,169.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,1 TB HDD,35.56,42990,49220.0,HP,33.0,DDR4,12.657456318569688
MSI Modern 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 A10RAS-1069...,4.8,19.0,Intel Core i7 Processor (10th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,35.56,79990,84990.0,MSI,5.0,DDR4,5.8830450641251915
HP Omen Core i7 10th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650 Ti) 15...,4.3,3.0,Intel Core i7 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB SSD,39.62,99990,118125.0,HP,1.0,DDR4,15.352380952380953
Dell Inspiron 3000 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 3493 Thin and Light Laptop,4.0,175.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,256 GB SSD,35.56,41990,42315.0,Dell,30.0,DDR4,0.7680491551459293
Apple MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP52HN/A,4.9,19.0,Intel Core i5 Processor (10th Gen),16,Mac OS Operating System,1 TB SSD,33.02,164990,194900.0,Apple,2.0,LPDDR4X,15.346331452026678
Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,4.3,201.0,Intel Core i5 Processor (9th Gen),8,64 bit Windows 10 Operating System,1 TB HDD,39.62,51990,74090.0,Lenovo,33.0,DDR4,29.828586853826426
Dell G3 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce GTX 1660 Ti/...,,,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,512 GB SSD,39.62,102990,112516.0,Dell,,DDR4,8.466351452237904
Asus ZenBook Flip 3 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX362FA-EL701T 2 in 1 Laptop,3.5,4.0,Intel Core i7 Processor (8th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,33.78,85031,,Asus,0.0,LPDDR3,
HP Omen Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650 Ti) 1...,3.7,7.0,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,1 TB SSD,39.62,114990,138123.0,HP,1.0,DDR4,16.74811580982168
Lenovo Ideapad S145 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) S145-15IIL Thin and Light Lapto...,4.3,20.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,1 TB HDD,39.62,31990,42490.0,Lenovo,4.0,DDR4,24.71169686985173
HP Envy Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics) 15-EP0142TX 2 in 1 Laptop,,,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,1 TB SSD,39.62,166990,196844.0,HP,,DDR4,15.16632460222308
LG Gram Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) Gram 17Z990 Thin and Light Laptop,,,Intel Core i7 Processor (8th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,43.18,89990,126000.0,LG,,DDR4,28.579365079365076
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,4.0,431.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD,39.62,42990,66190.0,Lenovo,62.0,DDR4,35.05061187490558
Acer Nitro 5 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce...,4.6,17.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62,66990,89990.0,Acer,2.0,DDR4,25.55839537726414
Asus ZenBook Flip 14 Ryzen 5 Quad Core 3500U 2nd Gen - (8 GB/512 GB SSD/Windows 10 Home) UM462DA-AI501...,4.3,48.0,AMD Ryzen 5 Quad Core Processor (2nd Gen),8,64 bit Windows 10 Operating System,512 GB SSD,,65711,,Asus,12.0,DDR4,
Lenovo Ideapad Slim APU Dual Core A4 A4-9120E - (4 GB/64 GB EMMC Storage/Windows 10 Home) 1-14AST-05 T...,3.5,826.0,AMD APU Dual Core A4 Processor,4,64 bit Windows 10 Operating System,,35.56,20990,21325.0,Lenovo,120.0,DDR4,1.570926143024619
Asus VivoBook Gaming Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,4.3,98.0,Intel Core i5 Processor (9th Gen),8,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62,64990,77990.0,Asus,23.0,DDR4,16.668803692781125
Asus VivoBook 14 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) M413IA-EK587T Thin and Li...,4.6,112.0,AMD Ryzen 7 Octa Core Processor,8,64 bit Windows 10 Operating System,512 GB SSD,35.56,54990,55591.0,Asus,36.0,DDR4,1.0811102516594413
MSI GF63 Thin Core i7 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650...,4.5,462.0,Intel Core i7 Processor (9th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,39.62,66990,104990.0,MSI,77.0,DDR4,36.19392323078389
Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,4.8,56.0,Intel Core i5 Processor (9th Gen),8,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62,55990,79690.0,Lenovo,6.0,DDR4,29.740243443342955
Lenovo Yoga Slim 7 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14IIL05 Thin and...,,,Intel Core i7 Processor (10th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,35.56,91990,132890.0,Lenovo,,LPDDR4X,30.777334637670258
Lenovo Ideapad S145 Ryzen 5 Quad Core 3500U - (8 GB/1 TB HDD/Windows 10 Home) S145-15API Laptop,4.1,110.0,AMD Ryzen 5 Quad Core Processor,8,64 bit Windows 10 Operating System,1 TB HDD,39.62,45990,53090.0,Lenovo,17.0,DDR4,13.37351666980599
Apple MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV972HN,4.6,65.0,Intel Core i5 Processor (8th Gen),8,Mac OS Operating System,512 GB SSD,33.78,169990,179900.0,Apple,7.0,DDR3,5.508615897720956
HP 245 G7 Ryzen 5 Quad Core 2500U - (8 GB/1 TB HDD/Windows 10 Pro) 245 G7 Thin and Light Laptop,,,AMD Ryzen 5 Quad Core Processor,8,64 bit Windows 10 Operating System,1 TB HDD,35.56,44990,47780.0,HP,,DDR4,5.839263290079531
HP RYZEN SERIES Ryzen 5 Quad Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) Notebook - 14-dk0093au Lapto...,4.5,4.0,AMD Ryzen 5 Quad Core Processor,8,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56,50990,53238.0,HP,1.0,DDR4,4.2225478042000075
Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,4.3,201.0,Intel Core i5 Processor (9th Gen),8,64 bit Windows 10 Operating System,1 TB HDD,39.62,51990,74090.0,Lenovo,33.0,DDR4,29.828586853826426
Lenovo Ideapad C340 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) C340-14IML 2 in...,4.2,22.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,35.56,76990,77392.0,Lenovo,4.0,DDR4,0.5194335331817241
Apple MacBook Pro Core i9 9th Gen - (16 GB/1 TB SSD/Mac OS Catalina/4 GB Graphics) MVVM2HN/A,4.6,15.0,Intel Core i9 Processor (9th Gen),16,Mac OS Operating System,1 TB SSD,40.64,194990,239900.0,Apple,1.0,DDR4,18.720300125052105
LG Gram Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 15Z990 Thin and Light Laptop,,,Intel Core i5 Processor (8th Gen),8,64 bit Windows 10 Operating System,256 GB SSD,39.62,69990,98000.0,LG,,DDR4,28.581632653061224
MSI GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,4.6,62.0,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,,109990,153990.0,MSI,12.0,DDR4,28.573283979479186
Asus ZenBook 13 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4175T Thin and Light Lapt...,,,Intel Core i7 Processor (8th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,33.78,80990,102990.0,Asus,,DDR3,21.36129721332168
Microsoft Surface Pro X SQ1 Octa Core - (8 GB/128 GB SSD/Windows 10 Home) M1876 Laptop,4.2,5.0,Microsoft SQ1 Octa Core Processor,8,64 bit Windows 10 Operating System,128 GB SSD,33.02,98490,104435.0,Microsoft,0.0,LPDDR4X,5.692536027193949
Acer P2 Series Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) TMP214-52 Thin and Light Laptop,,,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD,35.56,48990,60990.0,Acer,,DDR4,19.675356615838663
Apple MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP82HN/A,5.0,4.0,Intel Core i5 Processor (10th Gen),16,Mac OS Operating System,1 TB SSD,33.02,164990,194900.0,Apple,0.0,LPDDR4X,15.346331452026678
Lenovo Ideapad Slim APU Dual Core A4 A4-9120E - (4 GB/64 GB EMMC Storage/Windows 10 Home) 1-14AST-05 T...,3.5,826.0,AMD APU Dual Core A4 Processor,4,64 bit Windows 10 Operating System,,35.56,20990,21325.0,Lenovo,120.0,DDR4,1.570926143024619
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,4.0,431.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD,39.62,42990,66190.0,Lenovo,62.0,DDR4,35.05061187490558
Dell Inspiron Ryzen 5 Quad Core 2500U - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 3585 Laptop,4.0,102.0,AMD Ryzen 5 Quad Core Processor,8,64 bit Windows 10 Operating System,512 GB SSD,38.1,48990,52755.0,Dell,19.0,DDR4,7.136764287745237
Asus ROG Strix G15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce G...,4.7,21.0,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,512 GB SSD,39.62,109990,154990.0,Asus,6.0,DDR4,29.03413123427318
Lenovo Ideapad 130 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 130-15IKB Laptop,4.0,7239.0,Intel Core i3 Processor (7th Gen),4,64 bit Windows 10 Operating System,1 TB HDD,39.62,32990,40858.0,Lenovo,866.0,DDR4,19.2569386656224
Lenovo Ideapad S145 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) S145-15IIL Thin and Light Lapto...,4.3,20.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,1 TB HDD,39.62,31990,42490.0,Lenovo,4.0,DDR4,24.71169686985173
HP Pavilion Gaming Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,,,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,40.89,81990,99900.0,HP,,DDR4,17.92792792792793
Lenovo Ideapad 720S Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Lapt...,5.0,1.0,Intel Core i5 Processor (8th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,33.78,74990,83458.0,Lenovo,1.0,DDR4,10.146420954252438
Acer Swift 5 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF514-52T Thin and Light Laptop,4.2,12.0,Intel Core i5 Processor (8th Gen),8,64 bit Windows 10 Operating System,256 GB SSD,35.56,64990,82799.0,Acer,2.0,DDR3,21.50871387335596
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,4.2,420.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD,39.62,41990,62390.0,Lenovo,47.0,DDR4,32.69754768392371
Lenovo Yoga 730 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 730-13IKB Thin and Light Laptop,,,Intel Core i5 Processor (8th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,33.78,94990,113890.0,Lenovo,,DDR4,16.59496004917025
Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,4.8,56.0,Intel Core i5 Processor (9th Gen),8,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62,55990,79690.0,Lenovo,6.0,DDR4,29.740243443342955
Asus ZenBook 13 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4116T Thin and Light Lapt...,4.4,25.0,Intel Core i7 Processor (8th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,33.78,82990,102990.0,Asus,3.0,DDR3,19.41936110301971
HP 15 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-DA3001TU Laptop,3.6,55.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,1 TB HDD,39.62,34990,36424.0,HP,9.0,DDR4,3.936964638699758
Acer ConceptD 5 Core i7 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Lig...,,,Intel Core i7 Processor (8th Gen),16,64 bit Windows 10 Operating System,1 TB SSD,39.62,124990,139999.0,Acer,,DDR4,10.720790862791878
Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX ...,4.3,201.0,Intel Core i5 Processor (9th Gen),8,64 bit Windows 10 Operating System,1 TB HDD,39.62,51990,74090.0,Lenovo,33.0,DDR4,29.828586853826426
Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce RTX 2...,,,Intel Core i7 Processor (10th Gen),16,64 bit Windows 10 Operating System,1 TB SSD,39.62,195990,279890.0,Lenovo,,DDR4,29.97606202436672
HP Chromebook x360 Core i3 10th Gen - (4 GB/64 GB EMMC Storage/Chrome OS) 14c-ca0004TU 2 in 1 Laptop,,,Intel Core i3 Processor (10th Gen),4,Chrome Operating System,,35.56,48990,55861.0,HP,,DDR4,12.300173645298152
Lenovo IdeaPad Gaming 3i Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NV...,4.4,198.0,Intel Core i7 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62,82990,126290.0,Lenovo,39.0,DDR4,34.28616675904664
Avita Magus Lite Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) NS12T5IN006P 2 in 1 Lap...,3.8,444.0,Intel Celeron Dual Core Processor,4,64 bit Windows 10 Operating System,,30.99,12990,19990.0,Avita,87.0,DDR3,35.01750875437719
Lenovo Ideapad L340 Core i7 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,4.2,153.0,Intel Core i7 Processor (9th Gen),8,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62,73990,111890.0,Lenovo,21.0,DDR4,33.87255340066137
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,4.0,431.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,1 TB HDD,39.62,42990,66190.0,Lenovo,62.0,DDR4,35.05061187490558
Lenovo Ideapad S145 APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/Windows 10 Home) S145-15AST Laptop,,,AMD APU Dual Core A6 Processor,4,64 bit Windows 10 Operating System,1 TB HDD,39.62,27890,,Lenovo,,DDR4,
Asus VivoBook 14 Core i3 8th Gen - (4 GB/256 GB SSD/Windows 10 Home) X412FA-EK436T Thin and Light Lapt...,4.4,159.0,Intel Core i3 Processor (8th Gen),4,64 bit Windows 10 Operating System,256 GB SSD,35.56,48990,,Asus,29.0,DDR4,
HP Chromebook x360 Core i3 10th Gen - (8 GB/128 GB EMMC Storage/Chrome OS) 14c-ca0005TU 2 in 1 Laptop,,,Intel Core i3 Processor (10th Gen),8,Chrome Operating System,,35.56,53990,64829.0,HP,,DDR4,16.719369418007375
Lenovo Ideapad S145 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) S145-15IIL Thin and Light Lapto...,4.3,20.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,1 TB HDD,39.62,31990,42490.0,Lenovo,4.0,DDR4,24.71169686985173
HP Pavilion x360 Core i5 8th Gen - (8 GB/1 TB HDD/8 GB SSD/Windows 10 Home/2 GB Graphics) 14-ba152TX 2...,4.2,26.0,Intel Core i5 Processor (8th Gen),8,64 bit Windows 10 Operating System,1 TB HDD|8 GB SSD,35.56,77482,,HP,5.0,DDR4,
Asus ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and...,,,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,35.56,119990,141990.0,Asus,,LPDDR3,15.494048876681457
Smartron t.book flex Core m3 7th Gen - (4 GB/128 GB SSD/Windows 10 Home) T1223 2 in 1 Laptop,4.2,31.0,Intel Core m3 Processor (7th Gen),4,64 bit Windows 10 Operating System,128 GB SSD,30.99,42490,45990.0,Smartron,3.0,DDR3,7.610350076103501
Lenovo Yoga Slim 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14IIL05 Thin and...,4.7,6.0,Intel Core i5 Processor (10th Gen),8,64 bit Windows 10 Operating System,512 GB SSD,35.56,73990,113290.0,Lenovo,0.0,LPDDR4X,34.68973431017742
Microsoft Surface Laptop 3 Ryzen 5 Quad Core 3580U - (8 GB/128 GB SSD/Windows 10 Home) 1873 Laptop,5.0,3.0,AMD Ryzen 5 Quad Core Processor,8,64 bit Windows 10 Operating System,128 GB SSD,38.1,118990,124999.0,Microsoft,0.0,DDR4,4.807238457907663
Lenovo Ideapad Slim APU Dual Core A4 A4-9120E - (4 GB/64 GB EMMC Storage/Windows 10 Home) 1-14AST-05 T...,3.5,826.0,AMD APU Dual Core A4 Processor,4,64 bit Windows 10 Operating System,,35.56,20990,21325.0,Lenovo,120.0,DDR4,1.570926143024619
Asus Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X413JA-EK261T Thin and Light Laptop,4.6,22.0,Intel Core i3 Processor (10th Gen),4,64 bit Windows 10 Operating System,512 GB SSD,35.56,36990,40871.0,Asus,3.0,DDR4,9.495730469036726
